loan_id,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
L_0001,2023-06-21,2023-01-22,5,355,763000.0,755863.02,2.96,760+,60-80%,<20%,FL,Refinance,Primary,Single Family,Servicer B,30 Days Delinquent,30,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Delinquent,0,None
L_0001,2023-07-21,2023-01-22,6,354,763000.0,749123.5,2.96,760+,60-80%,<20%,FL,Refinance,Primary,Single Family,Servicer B,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,1,0,0,0,Current,0,None
L_0001,2023-08-20,2023-01-22,7,353,763000.0,752433.7,2.96,760+,60-80%,<20%,FL,Refinance,Primary,Single Family,Servicer B,Current,0,0,0,0,>50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0001,2023-09-19,2023-01-22,8,352,763000.0,756262.91,2.96,760+,60-80%,<20%,FL,Refinance,Primary,Single Family,Servicer B,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0001,2023-10-19,2023-01-22,9,351,763000.0,745608.11,2.96,760+,60-80%,<20%,FL,Refinance,Primary,Single Family,Servicer B,60 Days Delinquent,60,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Delinquent,0,None
L_0001,2023-11-18,2023-01-22,10,350,763000.0,758378.46,2.96,760+,60-80%,<20%,FL,Refinance,Primary,Single Family,Servicer B,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0001,2023-12-18,2023-01-22,11,349,763000.0,753125.55,2.96,760+,60-80%,<20%,FL,Refinance,Primary,Single Family,Servicer B,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0002,2023-04-02,2023-04-02,0,360,599000.0,584472.97,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0002,2023-05-02,2023-04-02,1,359,599000.0,597621.63,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0002,2023-06-01,2023-04-02,2,358,599000.0,597916.03,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0002,2023-07-01,2023-04-02,3,357,599000.0,587510.35,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,1,0,0,Current,0,None
L_0002,2023-07-31,2023-04-02,4,356,599000.0,599977.41,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0002,2023-08-30,2023-04-02,5,355,599000.0,602511.52,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0002,2023-09-29,2023-04-02,6,354,599000.0,589867.2,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,1,0,0,0,Current,0,None
L_0002,2023-10-29,2023-04-02,7,353,599000.0,594176.51,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0002,2023-11-28,2023-04-02,8,352,599000.0,588068.6,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0002,2023-12-28,2023-04-02,9,351,599000.0,582369.06,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,90 Days Delinquent,90,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Delinquent,0,None
L_0002,2024-01-27,2023-04-02,10,350,599000.0,582540.16,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0002,2024-02-26,2023-04-02,11,349,599000.0,586617.28,3.39,700-759,<60%,30-40%,GA,Refinance,Secondary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0003,2023-01-29,2023-01-29,0,360,499000.0,504128.11,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Pending,0,1,0,0,Current,0,None
L_0003,2023-02-28,2023-01-29,1,359,499000.0,498654.89,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0003,2023-03-30,2023-01-29,2,358,499000.0,495036.72,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,1,0,0,Current,0,None
L_0003,2023-04-29,2023-01-29,3,357,499000.0,495115.05,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,1,0,0,0,Current,0,None
L_0003,2023-05-29,2023-01-29,4,356,499000.0,505534.03,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0003,2023-06-28,2023-01-29,5,355,499000.0,496148.95,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Pending,1,0,0,0,Current,0,None
L_0003,2023-07-28,2023-01-29,6,354,499000.0,487405.76,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Charged Off,120,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,1,High DPD
L_0003,2023-08-27,2023-01-29,7,353,499000.0,487391.99,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0003,2023-09-26,2023-01-29,8,352,499000.0,496488.45,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,60 Days Delinquent,60,0,0,0,0-10%,2026-08-27,System1,Missing,0,0,0,0,Delinquent,0,None
L_0003,2023-10-26,2023-01-29,9,351,499000.0,495476.55,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,1,0,0,Current,0,None
L_0003,2023-11-25,2023-01-29,10,350,499000.0,482625.7,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0003,2023-12-25,2023-01-29,11,349,499000.0,488957.35,7.44,760+,<60%,30-40%,IL,Purchase,Investment,Single Family,Servicer D,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0004,2023-01-13,2023-01-13,0,360,167000.0,166950.84,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Missing,1,0,0,0,Current,0,None
L_0004,2023-02-12,2023-01-13,1,359,167000.0,170463.21,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0004,2023-03-14,2023-01-13,2,358,167000.0,164964.03,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0004,2023-04-13,2023-01-13,3,357,167000.0,168184.13,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,90 Days Delinquent,90,0,0,0,25-50%,2026-08-27,System1,Pending,0,0,0,0,Delinquent,0,None
L_0004,2023-05-13,2023-01-13,4,356,167000.0,164456.18,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0004,2023-06-12,2023-01-13,5,355,167000.0,167062.51,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0004,2023-07-12,2023-01-13,6,354,167000.0,164089.93,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0004,2023-08-11,2023-01-13,7,353,167000.0,166752.68,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0004,2023-09-10,2023-01-13,8,352,167000.0,170072.71,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System3,Missing,0,0,0,0,Current,0,None
L_0004,2023-10-10,2023-01-13,9,351,167000.0,161594.1,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0004,2023-11-09,2023-01-13,10,350,167000.0,161677.8,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0004,2023-12-09,2023-01-13,11,349,167000.0,164519.53,5.84,640-699,<60%,20-30%,CA,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System1,Missing,0,0,0,0,Current,0,None
L_0005,2023-01-02,2023-01-02,0,360,167000.0,164427.79,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0005,2023-02-01,2023-01-02,1,359,167000.0,169971.63,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0005,2023-03-03,2023-01-02,2,358,167000.0,166017.43,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,25-50%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0005,2023-04-02,2023-01-02,3,357,167000.0,167527.92,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0005,2023-05-02,2023-01-02,4,356,167000.0,164951.48,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,10-25%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0005,2023-06-01,2023-01-02,5,355,167000.0,165472.77,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0005,2023-07-01,2023-01-02,6,354,167000.0,166707.09,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0005,2023-07-31,2023-01-02,7,353,167000.0,165881.47,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0005,2023-08-30,2023-01-02,8,352,167000.0,165462.25,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0005,2023-09-29,2023-01-02,9,351,167000.0,159798.43,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,30 Days Delinquent,30,0,0,0,10-25%,2026-08-27,System3,Complete,0,1,0,0,Delinquent,0,None
L_0005,2023-10-29,2023-01-02,10,350,167000.0,164750.49,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0005,2023-11-28,2023-01-02,11,349,167000.0,164081.53,2.55,760+,60-80%,30-40%,OH,Purchase,Primary,Single Family,Servicer B,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0006,2023-01-29,2023-01-29,0,360,93600.0,95227.61,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,1,0,0,0,Current,0,None
L_0006,2023-02-28,2023-01-29,1,359,93600.0,94327.18,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0006,2023-03-30,2023-01-29,2,358,93600.0,93755.57,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0006,2023-04-29,2023-01-29,3,357,93600.0,93136.38,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,60 Days Delinquent,60,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Delinquent,0,None
L_0006,2023-05-29,2023-01-29,4,356,93600.0,92882.15,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0006,2023-06-28,2023-01-29,5,355,93600.0,91777.97,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0006,2023-07-28,2023-01-29,6,354,93600.0,93482.45,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,30 Days Delinquent,30,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Delinquent,0,None
L_0006,2023-08-27,2023-01-29,7,353,93600.0,93142.51,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0006,2023-09-26,2023-01-29,8,352,93600.0,92685.97,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0006,2023-10-26,2023-01-29,9,351,93600.0,91996.06,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0006,2023-11-25,2023-01-29,10,350,93600.0,92438.1,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0006,2023-12-25,2023-01-29,11,349,93600.0,90624.08,3.06,640-699,60-80%,>40%,IL,Refinance,Investment,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0007,2023-06-29,2023-06-29,0,360,699600.0,696250.05,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0007,2023-07-29,2023-06-29,1,359,699600.0,692176.89,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0007,2023-08-28,2023-06-29,2,358,699600.0,696990.11,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,1,0,0,Current,0,None
L_0007,2023-09-27,2023-06-29,3,357,699600.0,696110.74,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0007,2023-10-27,2023-06-29,4,356,699600.0,693224.2,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,30 Days Delinquent,30,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Delinquent,0,None
L_0007,2023-11-26,2023-06-29,5,355,699600.0,697472.69,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,1,0,0,0,Current,0,None
L_0007,2023-12-26,2023-06-29,6,354,699600.0,694944.61,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0007,2024-01-25,2023-06-29,7,353,699600.0,688746.86,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0007,2024-02-24,2023-06-29,8,352,699600.0,679262.19,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,90 Days Delinquent,90,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Delinquent,0,None
L_0007,2024-03-25,2023-06-29,9,351,699600.0,687539.45,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,1,Current,0,None
L_0007,2024-04-24,2023-06-29,10,350,699600.0,679287.66,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0007,2024-05-24,2023-06-29,11,349,699600.0,677339.64,6.15,<640,60-80%,>40%,PA,Cash-out Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0008,2023-01-27,2023-01-27,0,360,500800.0,506759.08,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0008,2023-02-26,2023-01-27,1,359,500800.0,504864.74,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0008,2023-03-28,2023-01-27,2,358,500800.0,501547.55,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0008,2023-04-27,2023-01-27,3,357,500800.0,499490.64,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0008,2023-05-27,2023-01-27,4,356,500800.0,489187.16,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0008,2023-06-26,2023-01-27,5,355,500800.0,498341.63,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0008,2023-07-26,2023-01-27,6,354,500800.0,490662.05,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,30 Days Delinquent,30,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Delinquent,0,None
L_0008,2023-08-25,2023-01-27,7,353,500800.0,499573.17,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,1,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,1,Current,0,None
L_0008,2023-09-24,2023-01-27,8,352,500800.0,498796.76,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0008,2023-10-24,2023-01-27,9,351,500800.0,496881.49,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Prepaid,0,0,1,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0008,2023-11-23,2023-01-27,10,350,500800.0,494131.4,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0008,2023-12-23,2023-01-27,11,349,500800.0,497066.67,2.53,760+,60-80%,20-30%,PA,Refinance,Secondary,Condo,Servicer A,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0009,2023-02-19,2023-02-19,0,360,581100.0,581996.85,3.38,<640,80-90%,<20%,GA,Purchase,Primary,Townhouse,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0009,2023-03-21,2023-02-19,1,359,581100.0,589865.97,3.38,<640,80-90%,<20%,GA,Purchase,Primary,Townhouse,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0009,2023-04-20,2023-02-19,2,358,581100.0,574226.5,3.38,<640,80-90%,<20%,GA,Purchase,Primary,Townhouse,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0009,2023-05-20,2023-02-19,3,357,581100.0,569636.3,3.38,<640,80-90%,<20%,GA,Purchase,Primary,Townhouse,Servicer A,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0009,2023-06-19,2023-02-19,4,356,581100.0,572958.71,3.38,<640,80-90%,<20%,GA,Purchase,Primary,Townhouse,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0009,2023-07-19,2023-02-19,5,355,581100.0,585180.39,3.38,<640,80-90%,<20%,GA,Purchase,Primary,Townhouse,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
